,IAGA,GEOLON,GEOLAT,AACGMLON,AACGMLAT,STATION-NAME,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
487,AMA,129.33,28.17,-157.69,21.14,Amami-Oshima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,70.0,62.0,76.0,56.0,18.0,57.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,ANC,282.85,-11.77,-4.48,1.44,Ancon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,97.0,93.0,61.0,97.0,43.0,30.0,85.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,ASB,142.17,43.46,-145.11,36.67,Ashibetu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,64.0,89.0,81.0,92.0,59.0,90.0,95.0,87.0,36.0,19.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,ASW,32.51,23.5,104.71,15.04,Aswan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,BCL,105.71,9.3,178.37,1.41,Bac_Lieu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,81.0,97.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,BKL,102.31,-3.86,174.93,-12.9,Bengkulu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,CDO,124.63,8.4,-162.98,0.61,CagayanDeOro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,22.0,79.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,CEB,123.91,10.36,-163.68,2.66,Cebu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,49.0,43.0,45.0,39.0,79.0,29.0,21.0,22.0,66.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,CKT,145.25,-15.48,-140.47,-24.09,Cooktown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,99.0,30.0,67.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,CMD,150.67,-34.06,-131.15,-43.5,Camden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,93.0,81.0,82.0,88.0,67.0,65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,DES,39.12,-6.46,111.84,-16.19,Dal Es Salaam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,48.0,100.0,99.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,DRB,30.56,-29.48,97.67,-38.5,Durban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,EUS,321.57,-3.88,35.01,-6.82,Eusebio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,71.0,67.0,24.0,50.0,77.0,70.0,60.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,FYM,35.5,29.18,107.79,22.1,Fayum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,GSI,97.34,1.18,169.98,-7.63,Gunung Sitoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,HLN,121.55,23.9,-165.57,16.95,Hualien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,26.0,5.0,63.0,47.0,6.0,56.0,42.0,61.0,86.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,HVD,91.67,48.01,165.26,43.69,Khovd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,99.0,99.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,ICA,284.25,-14.08,-3.19,-0.68,Ica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,57.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,ILR,4.68,8.5,77.65,-6.67,Ilorin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,95.0,78.0,50.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,JRS,281.7,0.0,-5.36,12.1,Alem Ecua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,JYP,140.7,2.51,-146.81,-5.66,Jayapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,KPG,123.4,-10.2,-163.82,-19.04,Kupang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,51.0,0.0,0.0,0.0,0.0,61.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,KRT,32.32,15.33,104.67,5.65,Khartoum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50.0,27.0,69.0,69.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,KUJ,131.23,33.06,-155.59,26.2,Kuju,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,35.0,53.0,66.0,94.0,89.0,53.0,99.0,87.0,87.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,LAG,3.27,6.48,76.21,-8.49,Lagos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,LGZ,123.74,13.1,-163.8,5.52,Legazpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,66.0,55.0,38.0,64.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,LKW,99.78,6.3,172.47,-2.0,Langkawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,55.0,20.0,35.0,6.0,85.0,98.0,92.0,61.0,55.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,LSK,28.19,-15.23,99.88,-26.04,Lusaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,12.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,LWA,104.06,-5.02,176.69,-14.09,Liwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,MLB,145.18,-38.36,-136.49,-48.87,Melbourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,87.0,89.0,43.0,61.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,MND,124.84,1.44,-162.73,-6.62,Manado Indon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,98.0,31.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,NAB,36.48,-1.16,109.37,-11.15,Nairobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,93.0,48.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,PRP,119.4,-3.6,-168.01,-11.98,ParePare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,72.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,PTK,158.25,52.94,-132.06,46.7,St.Paratunka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,78.0,88.0,18.0,72.0,93.0,95.0,76.0,39.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,ROC,150.31,-23.19,-133.84,-31.83,Rockhampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,88.0,85.0,86.0,45.0,59.0,24.0,73.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,SBH,116.07,6.02,-171.41,-1.86,Jayapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,SCN,100.3,-0.55,172.94,-9.39,Sicincin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,71.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,TGG,121.76,17.66,-165.63,10.34,Tuguegarao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,92.0,0.0,15.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,TIR,76.95,8.48,149.95,0.57,Tirunelveli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,84.0,77.0,82.0,77.0,28.0,98.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,WAD,256.1,51.9,-38.87,60.7,Wadena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,65.0,89.0,67.0,84.0,97.0,29.0,85.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,G01,306.28,-29.72,13.72,-20.25,Santa Maria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,KLD,20.2,54.5,96.48,50.79,Kaliningrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,98.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,T54,283.15,39.1,0.16,48.87,Laurel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,85.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
530,T55,208.74,60.55,-94.22,60.35,Kenia College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,99.0,0.0,82.0,44.0,74.0,49.0,37.0
531,T56,267.03,45.59,-22.65,55.6,Hrisis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,36.0,73.0,0.0,71.0,73.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,T57,255.39,38.25,-37.64,46.7,Pblolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,T58,237.83,37.42,-57.59,42.49,Stfdford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,75.0,27.0,79.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,BRN,132.41,47.8,-154.02,41.77,Baranov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,89.0,98.0,99.0,11.0,0.0,0.0,0.0,0.0
535,PG0,88.68,-83.67,38.23,-78.32,PG0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.0,63.0,64.0,39.0,10.0,0.0,64.0,43.0,0.0
536,PG5,5.71,-81.96,37.17,-69.46,PG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,64.0,72.0,76.0,29.0,23.0,73.0,42.0,0.0
537,HRP,275.3,49.2,-10.54,59.4,Hornepayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,LCL,252.9,51.0,-43.01,59.29,Lucky Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,T59,207.6,57.79,-93.9,57.24,Kodkak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,T60,210.4,66.63,-96.57,66.96,Toolik Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,T61,284.56,37.88,1.99,47.5,Wlpsops Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,T62,26.41,65.9,106.3,62.92,Ranua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,86.0,99.0,38.0
543,PKS,252.8,52.5,-43.49,60.79,ParkSite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,FTN,237.2,58.9,-65.26,64.32,Fort Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,W01,147.21,-41.55,-133.08,-52.16,Launceston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,85.0,96.0,67.0,55.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
546,W02,167.97,-29.03,-113.25,-35.45,Norfolk Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,88.0,99.0,83.0,92.0,99.0,97.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,W03,141.3,-2.7,-145.87,-10.97,Vanimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,W04,111.53,-66.28,160.6,-81.07,Casey2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,W05,77.96,-68.58,100.77,-74.97,Davis2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,NR2,24.65,60.5,102.35,57.32,Nurmijarvi2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,9.0,98.0,98.0,81.0,36.0,31.0
551,CPL,78.9,17.3,152.16,10.24,Choutuppal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,76.0,18.0,38.0,100.0,0.0
552,TTB,311.49,-1.21,26.49,0.67,Tatuocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,99.0,90.0,99.0,100.0,35.0
553,R01,267.79,38.89,-21.36,48.96,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,71.0,70.0,0.0
554,R02,282.22,38.68,-1.17,48.56,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,99.0,100.0,0.0
555,R03,266.27,44.9,-23.71,54.85,Hennepin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,100.0,0.0
556,R04,254.76,40.01,-38.68,48.39,Boulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,93.0,88.0,0.0
557,R05,275.84,41.57,-9.98,51.82,Bluesky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,96.0,96.0,0.0
558,R06,257.68,31.84,-34.08,40.55,Odessa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,100.0,0.0
559,R07,266.35,47.13,-23.71,57.1,Sugarhills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,89.0,88.0,0.0
560,R08,286.44,44.33,5.19,53.65,Atlas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,97.0,0.0
561,R09,287.28,41.64,6.07,50.83,New Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,98.0,0.0
562,R10,288.52,42.61,7.85,51.61,Haystack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0
563,SKD,66.78,66.57,142.18,63.0,Salekhard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0
564,BEY,70.0,73.3,147.36,69.29,Beliy Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.0,28.0,12.0,2.0,4.0,8.0,0.0,0.0
565,KHS,66.83,71.16,143.71,67.35,Kharasavey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,69.0,20.0,80.0,69.0,89.0,57.0,33.0,35.0,4.0,0.0,0.0
566,GLK,44.47,40.94,117.3,36.21,Gyulagarak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,70.0,98.0,98.0,38.0
567,KLI,39.52,60.86,115.49,57.48,Klimovskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,88.0,69.0,37.0,83.0,79.0,96.0,99.0,100.0,99.0,99.0,49.0,0.0,0.0
568,KZN,48.74,55.93,122.89,52.37,Kazan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,40.0,78.0,83.0,85.0,47.0,33.0,13.0,0.0,0.0,0.0,0.0
569,MHV,37.73,54.94,112.36,51.27,Mikhnevo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,96.0,77.0,35.0,0.0,0.0
570,NAD,72.51,65.53,147.36,61.94,Nadym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,86.0,83.0,0.0,16.0,0.0,0.0,0.0,0.0
571,WSE,33.1,66.55,112.22,63.39,White Sea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,88.0,0.0,0.0,93.0,38.0
572,POD,90.03,61.58,164.07,57.82,Bor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,TOP,13.18,56.09,90.99,52.76,Tormestorp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,83.0,38.0
574,R11,290.44,44.29,10.61,52.97,Augusta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,81.0,0.0
575,R12,242.32,47.53,-55.26,53.77,Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
576,R13,256.31,40.21,-36.74,48.85,Pawnee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,0.0
577,Y01,290.71,-31.8,2.03,-18.2,Casleo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,57.0,18.0
578,Y02,294.77,-26.84,5.13,-14.03,Tucuman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,63.0,17.0
579,Y03,303.93,-15.56,14.59,-7.0,Cuiaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,76.0,0.0
580,Y04,315.79,-2.59,30.09,-2.93,Sao Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Y05,290.06,-4.19,3.38,7.6,Leticia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Y06,290.81,-12.59,3.06,0.02,Puerto Maldonado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Y07,283.12,-11.95,-4.22,1.28,Alta Floresta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Y08,282.85,-11.78,-4.48,1.43,Ancon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,33.0
585,Y09,288.51,-16.47,0.6,-3.15,Arequipa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0
